ticket_id,incident_id,opened_at,resolved_at,priority,status,assignment_group,service,configuration_item,category,resolution_hours,sla_breached,root_cause_code,source_updated_at
INC-202601850,INC-202601850,2026-06-04T04:00:00+00:00,2026-06-04T05:12:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-06-04T05:12:00+00:00
INC-202601851,INC-202601851,2026-06-04T06:00:00+00:00,2026-06-04T07:18:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.3,False,application_error,2026-06-04T07:18:00+00:00
INC-202601852,INC-202601852,2026-06-04T08:00:00+00:00,2026-06-04T12:54:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.9,False,application_error,2026-06-04T12:54:00+00:00
INC-202601853,INC-202601853,2026-06-04T10:00:00+00:00,2026-06-04T12:30:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.5,False,certificate_expiry,2026-06-04T12:30:00+00:00
INC-202601854,INC-202601854,2026-06-04T12:00:00+00:00,2026-06-04T13:36:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-06-04T13:36:00+00:00
INC-202601855,INC-202601855,2026-06-04T14:00:00+00:00,2026-06-04T15:00:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.0,False,application_error,2026-06-04T15:00:00+00:00
INC-202601856,INC-202601856,2026-06-04T16:00:00+00:00,2026-06-04T20:36:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.6,False,application_error,2026-06-04T20:36:00+00:00
INC-202601857,INC-202601857,2026-06-04T18:00:00+00:00,2026-06-04T20:12:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.2,False,application_error,2026-06-04T20:12:00+00:00
INC-202601858,INC-202601858,2026-06-04T20:00:00+00:00,2026-06-04T21:18:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-06-04T21:18:00+00:00
INC-202601859,INC-202601859,2026-06-04T22:00:00+00:00,2026-06-04T23:24:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,application_error,2026-06-04T23:24:00+00:00
INC-202601860,INC-202601860,2026-06-05T00:00:00+00:00,2026-06-05T05:00:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,5.0,True,application_error,2026-06-05T05:00:00+00:00
INC-202601861,INC-202601861,2026-06-05T02:00:00+00:00,2026-06-05T04:36:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.6,False,application_error,2026-06-05T04:36:00+00:00
INC-202601862,INC-202601862,2026-06-05T04:00:00+00:00,2026-06-05T05:00:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-06-05T05:00:00+00:00
INC-202601863,INC-202601863,2026-06-05T06:00:00+00:00,2026-06-05T07:06:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-06-05T07:06:00+00:00
INC-202601864,INC-202601864,2026-06-05T08:00:00+00:00,2026-06-05T12:42:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.7,False,application_error,2026-06-05T12:42:00+00:00
INC-202601865,INC-202601865,2026-06-05T10:00:00+00:00,2026-06-05T12:18:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.3,False,application_error,2026-06-05T12:18:00+00:00
INC-202601866,INC-202601866,2026-06-05T12:00:00+00:00,2026-06-05T13:24:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,application_error,2026-06-05T13:24:00+00:00
INC-202601867,INC-202601867,2026-06-05T14:00:00+00:00,2026-06-05T15:30:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-06-05T15:30:00+00:00
INC-202601868,INC-202601868,2026-06-05T16:00:00+00:00,2026-06-05T21:06:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,5.1,False,application_error,2026-06-05T21:06:00+00:00
INC-202601869,INC-202601869,2026-06-05T18:00:00+00:00,2026-06-05T20:00:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.0,False,application_error,2026-06-05T20:00:00+00:00
INC-202601870,INC-202601870,2026-06-05T20:00:00+00:00,2026-06-05T21:06:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,certificate_expiry,2026-06-05T21:06:00+00:00
INC-202601871,INC-202601871,2026-06-05T22:00:00+00:00,2026-06-05T23:12:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-06-05T23:12:00+00:00
INC-202601872,INC-202601872,2026-06-06T00:00:00+00:00,2026-06-06T04:48:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.8,False,application_error,2026-06-06T04:48:00+00:00
INC-202601873,INC-202601873,2026-06-06T02:00:00+00:00,2026-06-06T04:24:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.4,False,application_error,2026-06-06T04:24:00+00:00
INC-202601874,INC-202601874,2026-06-06T04:00:00+00:00,2026-06-06T05:30:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.5,False,application_error,2026-06-06T05:30:00+00:00
INC-202601875,INC-202601875,2026-06-06T06:00:00+00:00,2026-06-06T07:36:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-06-06T07:36:00+00:00
INC-202601876,INC-202601876,2026-06-06T08:00:00+00:00,2026-06-06T12:30:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.5,False,application_error,2026-06-06T12:30:00+00:00
INC-202601877,INC-202601877,2026-06-06T10:00:00+00:00,2026-06-06T12:06:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.1,False,application_error,2026-06-06T12:06:00+00:00
INC-202601878,INC-202601878,2026-06-06T12:00:00+00:00,2026-06-06T13:12:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.2,False,application_error,2026-06-06T13:12:00+00:00
INC-202601879,INC-202601879,2026-06-06T14:00:00+00:00,2026-06-06T15:18:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-06-06T15:18:00+00:00
INC-202601880,INC-202601880,2026-06-06T16:00:00+00:00,2026-06-06T20:54:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.9,True,application_error,2026-06-06T20:54:00+00:00
INC-202601881,INC-202601881,2026-06-06T18:00:00+00:00,2026-06-06T20:30:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.5,False,application_error,2026-06-06T20:30:00+00:00
INC-202601882,INC-202601882,2026-06-06T20:00:00+00:00,2026-06-06T21:36:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.6,False,application_error,2026-06-06T21:36:00+00:00
INC-202601883,INC-202601883,2026-06-06T22:00:00+00:00,2026-06-06T23:00:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-06-06T23:00:00+00:00
INC-202601884,INC-202601884,2026-06-07T00:00:00+00:00,2026-06-07T04:36:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.6,False,application_error,2026-06-07T04:36:00+00:00
INC-202601885,INC-202601885,2026-06-07T02:00:00+00:00,2026-06-07T04:12:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.2,False,application_error,2026-06-07T04:12:00+00:00
INC-202601886,INC-202601886,2026-06-07T04:00:00+00:00,2026-06-07T05:18:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.3,False,application_error,2026-06-07T05:18:00+00:00
INC-202601887,INC-202601887,2026-06-07T06:00:00+00:00,2026-06-07T07:24:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,certificate_expiry,2026-06-07T07:24:00+00:00
INC-202601888,INC-202601888,2026-06-07T08:00:00+00:00,2026-06-07T13:00:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,5.0,False,application_error,2026-06-07T13:00:00+00:00
INC-202601889,INC-202601889,2026-06-07T10:00:00+00:00,2026-06-07T12:36:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.6,False,application_error,2026-06-07T12:36:00+00:00
INC-202601890,INC-202601890,2026-06-07T12:00:00+00:00,2026-06-07T13:00:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.0,False,application_error,2026-06-07T13:00:00+00:00
INC-202601891,INC-202601891,2026-06-07T14:00:00+00:00,2026-06-07T15:06:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,application_error,2026-06-07T15:06:00+00:00
INC-202601892,INC-202601892,2026-06-07T16:00:00+00:00,2026-06-07T20:42:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.7,False,application_error,2026-06-07T20:42:00+00:00
INC-202601893,INC-202601893,2026-06-07T18:00:00+00:00,2026-06-07T20:18:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.3,False,application_error,2026-06-07T20:18:00+00:00
INC-202601894,INC-202601894,2026-06-07T20:00:00+00:00,2026-06-07T21:24:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.4,False,application_error,2026-06-07T21:24:00+00:00
INC-202601895,INC-202601895,2026-06-07T22:00:00+00:00,2026-06-07T23:30:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.5,False,application_error,2026-06-07T23:30:00+00:00
INC-202601896,INC-202601896,2026-06-08T00:00:00+00:00,2026-06-08T05:06:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,5.1,False,application_error,2026-06-08T05:06:00+00:00
INC-202601897,INC-202601897,2026-06-08T02:00:00+00:00,2026-06-08T04:00:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.0,False,application_error,2026-06-08T04:00:00+00:00
INC-202601898,INC-202601898,2026-06-08T04:00:00+00:00,2026-06-08T05:06:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.1,False,application_error,2026-06-08T05:06:00+00:00
INC-202601899,INC-202601899,2026-06-08T06:00:00+00:00,2026-06-08T07:12:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.2,False,application_error,2026-06-08T07:12:00+00:00
INC-202601900,INC-202601900,2026-06-08T08:00:00+00:00,2026-06-08T12:48:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.8,True,application_error,2026-06-08T12:48:00+00:00
INC-202601901,INC-202601901,2026-06-08T10:00:00+00:00,2026-06-08T12:24:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.4,False,application_error,2026-06-08T12:24:00+00:00
INC-202601902,INC-202601902,2026-06-08T12:00:00+00:00,2026-06-08T13:30:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.5,False,application_error,2026-06-08T13:30:00+00:00
INC-202601903,INC-202601903,2026-06-08T14:00:00+00:00,2026-06-08T15:36:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.6,False,application_error,2026-06-08T15:36:00+00:00
INC-202601904,INC-202601904,2026-06-08T16:00:00+00:00,2026-06-08T20:30:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.5,False,certificate_expiry,2026-06-08T20:30:00+00:00
INC-202601905,INC-202601905,2026-06-08T18:00:00+00:00,2026-06-08T20:06:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.1,False,application_error,2026-06-08T20:06:00+00:00
INC-202601906,INC-202601906,2026-06-08T20:00:00+00:00,2026-06-08T21:12:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.2,False,application_error,2026-06-08T21:12:00+00:00
INC-202601907,INC-202601907,2026-06-08T22:00:00+00:00,2026-06-08T23:18:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.3,False,application_error,2026-06-08T23:18:00+00:00
INC-202601908,INC-202601908,2026-06-09T00:00:00+00:00,2026-06-09T04:54:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.9,False,application_error,2026-06-09T04:54:00+00:00
INC-202601909,INC-202601909,2026-06-09T02:00:00+00:00,2026-06-09T04:30:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.5,False,application_error,2026-06-09T04:30:00+00:00
INC-202601910,INC-202601910,2026-06-09T04:00:00+00:00,2026-06-09T05:36:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.6,False,application_error,2026-06-09T05:36:00+00:00
INC-202601911,INC-202601911,2026-06-09T06:00:00+00:00,2026-06-09T07:00:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.0,False,application_error,2026-06-09T07:00:00+00:00
INC-202601912,INC-202601912,2026-06-09T08:00:00+00:00,2026-06-09T12:36:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.6,False,application_error,2026-06-09T12:36:00+00:00
INC-202601913,INC-202601913,2026-06-09T10:00:00+00:00,2026-06-09T12:12:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.2,False,application_error,2026-06-09T12:12:00+00:00
INC-202601914,INC-202601914,2026-06-09T12:00:00+00:00,2026-06-09T13:18:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.3,False,application_error,2026-06-09T13:18:00+00:00
INC-202601915,INC-202601915,2026-06-09T14:00:00+00:00,2026-06-09T15:24:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.4,False,application_error,2026-06-09T15:24:00+00:00
INC-202601916,INC-202601916,2026-06-09T16:00:00+00:00,2026-06-09T21:00:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,5.0,False,application_error,2026-06-09T21:00:00+00:00
INC-202601917,INC-202601917,2026-06-09T18:00:00+00:00,2026-06-09T20:36:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.6,False,application_error,2026-06-09T20:36:00+00:00
INC-202601918,INC-202601918,2026-06-09T20:00:00+00:00,2026-06-09T21:00:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.0,False,application_error,2026-06-09T21:00:00+00:00
INC-202601919,INC-202601919,2026-06-09T22:00:00+00:00,2026-06-09T23:06:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.1,False,application_error,2026-06-09T23:06:00+00:00
INC-202601920,INC-202601920,2026-06-10T00:00:00+00:00,2026-06-10T04:42:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.7,True,application_error,2026-06-10T04:42:00+00:00
INC-202601921,INC-202601921,2026-06-10T02:00:00+00:00,2026-06-10T04:18:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.3,False,certificate_expiry,2026-06-10T04:18:00+00:00
INC-202601922,INC-202601922,2026-06-10T04:00:00+00:00,2026-06-10T05:24:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,application_error,2026-06-10T05:24:00+00:00
INC-202601923,INC-202601923,2026-06-10T06:00:00+00:00,2026-06-10T07:30:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.5,False,application_error,2026-06-10T07:30:00+00:00
INC-202601924,INC-202601924,2026-06-10T08:00:00+00:00,2026-06-10T13:06:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,5.1,False,application_error,2026-06-10T13:06:00+00:00
INC-202601925,INC-202601925,2026-06-10T10:00:00+00:00,2026-06-10T12:00:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.0,False,application_error,2026-06-10T12:00:00+00:00
INC-202601926,INC-202601926,2026-06-10T12:00:00+00:00,2026-06-10T13:06:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-06-10T13:06:00+00:00
INC-202601927,INC-202601927,2026-06-10T14:00:00+00:00,2026-06-10T15:12:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.2,False,application_error,2026-06-10T15:12:00+00:00
INC-202601928,INC-202601928,2026-06-10T16:00:00+00:00,2026-06-10T20:48:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.8,False,application_error,2026-06-10T20:48:00+00:00
INC-202601929,INC-202601929,2026-06-10T18:00:00+00:00,2026-06-10T20:24:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.4,False,application_error,2026-06-10T20:24:00+00:00
INC-202601930,INC-202601930,2026-06-10T20:00:00+00:00,2026-06-10T21:30:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-06-10T21:30:00+00:00
INC-202601931,INC-202601931,2026-06-10T22:00:00+00:00,2026-06-10T23:36:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.6,False,application_error,2026-06-10T23:36:00+00:00
INC-202601932,INC-202601932,2026-06-11T00:00:00+00:00,2026-06-11T04:30:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.5,False,application_error,2026-06-11T04:30:00+00:00
INC-202601933,INC-202601933,2026-06-11T02:00:00+00:00,2026-06-11T04:06:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.1,False,application_error,2026-06-11T04:06:00+00:00
INC-202601934,INC-202601934,2026-06-11T04:00:00+00:00,2026-06-11T05:12:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,application_error,2026-06-11T05:12:00+00:00
INC-202601935,INC-202601935,2026-06-11T06:00:00+00:00,2026-06-11T07:18:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.3,False,application_error,2026-06-11T07:18:00+00:00
INC-202601936,INC-202601936,2026-06-11T08:00:00+00:00,2026-06-11T12:54:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.9,False,application_error,2026-06-11T12:54:00+00:00
INC-202601937,INC-202601937,2026-06-11T10:00:00+00:00,2026-06-11T12:30:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.5,False,application_error,2026-06-11T12:30:00+00:00
INC-202601938,INC-202601938,2026-06-11T12:00:00+00:00,2026-06-11T13:36:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,certificate_expiry,2026-06-11T13:36:00+00:00
INC-202601939,INC-202601939,2026-06-11T14:00:00+00:00,2026-06-11T15:00:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.0,False,application_error,2026-06-11T15:00:00+00:00
INC-202601940,INC-202601940,2026-06-11T16:00:00+00:00,2026-06-11T20:36:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.6,True,application_error,2026-06-11T20:36:00+00:00
INC-202601941,INC-202601941,2026-06-11T18:00:00+00:00,2026-06-11T20:12:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.2,False,application_error,2026-06-11T20:12:00+00:00
INC-202601942,INC-202601942,2026-06-11T20:00:00+00:00,2026-06-11T21:18:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-06-11T21:18:00+00:00
INC-202601943,INC-202601943,2026-06-11T22:00:00+00:00,2026-06-11T23:24:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.4,False,application_error,2026-06-11T23:24:00+00:00
INC-202601944,INC-202601944,2026-06-12T00:00:00+00:00,2026-06-12T05:00:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,5.0,False,application_error,2026-06-12T05:00:00+00:00
INC-202601945,INC-202601945,2026-06-12T02:00:00+00:00,2026-06-12T04:36:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.6,False,application_error,2026-06-12T04:36:00+00:00
INC-202601946,INC-202601946,2026-06-12T04:00:00+00:00,2026-06-12T05:00:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-06-12T05:00:00+00:00
INC-202601947,INC-202601947,2026-06-12T06:00:00+00:00,2026-06-12T07:06:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.1,False,application_error,2026-06-12T07:06:00+00:00
INC-202601948,INC-202601948,2026-06-12T08:00:00+00:00,2026-06-12T12:42:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.7,False,application_error,2026-06-12T12:42:00+00:00
INC-202601949,INC-202601949,2026-06-12T10:00:00+00:00,2026-06-12T12:18:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.3,False,application_error,2026-06-12T12:18:00+00:00
INC-202601950,INC-202601950,2026-06-12T12:00:00+00:00,2026-06-12T13:24:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,application_error,2026-06-12T13:24:00+00:00
INC-202601951,INC-202601951,2026-06-12T14:00:00+00:00,2026-06-12T15:30:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.5,False,application_error,2026-06-12T15:30:00+00:00
INC-202601952,INC-202601952,2026-06-12T16:00:00+00:00,2026-06-12T21:06:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,5.1,False,application_error,2026-06-12T21:06:00+00:00
INC-202601953,INC-202601953,2026-06-12T18:00:00+00:00,2026-06-12T20:00:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.0,False,application_error,2026-06-12T20:00:00+00:00
INC-202601954,INC-202601954,2026-06-12T20:00:00+00:00,2026-06-12T21:06:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,application_error,2026-06-12T21:06:00+00:00
INC-202601955,INC-202601955,2026-06-12T22:00:00+00:00,2026-06-12T23:12:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.2,False,certificate_expiry,2026-06-12T23:12:00+00:00
INC-202601956,INC-202601956,2026-06-13T00:00:00+00:00,2026-06-13T04:48:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.8,False,application_error,2026-06-13T04:48:00+00:00
INC-202601957,INC-202601957,2026-06-13T02:00:00+00:00,2026-06-13T04:24:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.4,False,application_error,2026-06-13T04:24:00+00:00
INC-202601958,INC-202601958,2026-06-13T04:00:00+00:00,2026-06-13T05:30:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.5,False,application_error,2026-06-13T05:30:00+00:00
INC-202601959,INC-202601959,2026-06-13T06:00:00+00:00,2026-06-13T07:36:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.6,False,application_error,2026-06-13T07:36:00+00:00
INC-202601960,INC-202601960,2026-06-13T08:00:00+00:00,2026-06-13T12:30:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,4.5,True,application_error,2026-06-13T12:30:00+00:00
INC-202601961,INC-202601961,2026-06-13T10:00:00+00:00,2026-06-13T12:06:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.1,False,application_error,2026-06-13T12:06:00+00:00
INC-202601962,INC-202601962,2026-06-13T12:00:00+00:00,2026-06-13T13:12:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.2,False,application_error,2026-06-13T13:12:00+00:00
INC-202601963,INC-202601963,2026-06-13T14:00:00+00:00,2026-06-13T15:18:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.3,False,application_error,2026-06-13T15:18:00+00:00
INC-202601964,INC-202601964,2026-06-13T16:00:00+00:00,2026-06-13T20:54:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.9,False,application_error,2026-06-13T20:54:00+00:00
INC-202601965,INC-202601965,2026-06-13T18:00:00+00:00,2026-06-13T20:30:00+00:00,P2,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,2.5,False,application_error,2026-06-13T20:30:00+00:00
INC-202601966,INC-202601966,2026-06-13T20:00:00+00:00,2026-06-13T21:36:00+00:00,P3,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.6,False,application_error,2026-06-13T21:36:00+00:00
INC-202601967,INC-202601967,2026-06-13T22:00:00+00:00,2026-06-13T23:00:00+00:00,P4,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.0,False,application_error,2026-06-13T23:00:00+00:00
INC-202601968,INC-202601968,2026-06-14T00:00:00+00:00,2026-06-14T04:36:00+00:00,P1,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,4.6,False,application_error,2026-06-14T04:36:00+00:00
INC-202601969,INC-202601969,2026-06-14T02:00:00+00:00,2026-06-14T04:12:00+00:00,P2,resolved,Service Desk,Order Management,svc-order-mgmt,availability,2.2,False,application_error,2026-06-14T04:12:00+00:00
INC-202601970,INC-202601970,2026-06-14T04:00:00+00:00,2026-06-14T05:18:00+00:00,P3,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,1.3,False,application_error,2026-06-14T05:18:00+00:00
INC-202601971,INC-202601971,2026-06-14T06:00:00+00:00,2026-06-14T07:24:00+00:00,P4,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.4,False,application_error,2026-06-14T07:24:00+00:00
INC-202601972,INC-202601972,2026-06-14T08:00:00+00:00,2026-06-14T13:00:00+00:00,P1,resolved,Service Desk,Order Management,svc-order-mgmt,availability,5.0,False,certificate_expiry,2026-06-14T13:00:00+00:00
INC-202601973,INC-202601973,2026-06-14T10:00:00+00:00,2026-06-14T12:36:00+00:00,P2,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,2.6,False,application_error,2026-06-14T12:36:00+00:00
INC-202601974,INC-202601974,2026-06-14T12:00:00+00:00,2026-06-14T13:00:00+00:00,P3,resolved,Digital Operations,Patient Operations Portal,svc-patient-portal,availability,1.0,False,application_error,2026-06-14T13:00:00+00:00
INC-202601975,INC-202601975,2026-06-14T14:00:00+00:00,2026-06-14T15:06:00+00:00,P4,resolved,Service Desk,Order Management,svc-order-mgmt,availability,1.1,False,application_error,2026-06-14T15:06:00+00:00
INC-202601976,INC-202601976,2026-06-14T16:00:00+00:00,2026-06-14T20:42:00+00:00,P1,resolved,Service Desk,Identity Gateway,svc-identity-gateway,authentication,4.7,False,application_error,2026-06-14T20:42:00+00:00
